SA2_CODE_2021,Buddhism_P,Christianity_Tot_P,Other_Religions_Tot_P,Hinduism_P,Islam_P,Judaism_P,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_P,Total_P_Ex,Buddhism_Percent,Christian_Percent,Other_Religions_Percent,Hinduism_Percent,Islam_Percent,Judaism_P,No_Religion_Percent,,,Tot_P
308051532,0,11,0,0,0,0,16,0,30,0,36.66666667,0,0,0,0,53.33333333,,,30
308051533,97,6154,58,209,101,8,6562,974,13187,0.735572913,46.66717222,0.439827102,1.584894214,0.765905816,0.765905816,49.76112838,,,14161
308051534,71,2499,45,90,51,7,2677,742,5432,1.307069219,46.00515464,0.828424153,1.656848306,0.938880707,0.938880707,49.2820324,,,6174
308051535,33,5289,30,10,14,0,5133,1026,10503,0.314195944,50.35704085,0.285632676,0.095210892,0.133295249,0.133295249,48.87175093,,,11529
308051536,28,1527,11,26,10,0,1686,247,3286,0.852099817,46.46987219,0.3347535,0.791235545,0.304321363,0.304321363,51.30858186,,,3533
308051537,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,0
308051538,42,2693,31,37,26,0,2999,558,5829,0.720535255,46.20003431,0.53182364,0.634757248,0.446045634,0.446045634,51.44964831,,,6387
308051539,67,2038,40,48,40,3,2227,373,4459,1.502579054,45.70531509,0.897062122,1.076474546,0.897062122,0.897062122,49.94393362,,,4832
309011224,101,4061,25,42,35,51,3291,555,7609,1.327375476,53.37100802,0.328558286,0.551977921,0.459981601,0.459981601,43.2514128,,,8164
309011225,100,3851,35,16,18,26,4052,1065,8111,1.232893601,47.47873259,0.43151276,0.197262976,0.221920848,0.221920848,49.95684872,,,9176
309011226,134,7168,34,18,26,32,6178,812,13601,0.985221675,52.70200721,0.249981619,0.13234321,0.191162415,0.191162415,45.42313065,,,14413
309011227,188,5754,85,110,58,70,6065,1664,12333,1.524365523,46.65531501,0.689207816,0.891915998,0.470282981,0.470282981,49.17700478,,,13997
309011228,232,6055,75,43,58,53,5806,881,12324,1.88250568,49.1317754,0.608568647,0.348912691,0.47062642,0.47062642,47.11132749,,,13205
309011229,81,2970,24,11,16,24,3730,583,6862,1.180413874,43.28184203,0.349752259,0.160303119,0.233168173,0.233168173,54.35733022,,,7445
309021230,91,2905,20,23,17,10,2858,567,5924,1.53612424,49.03781229,0.337609723,0.388251182,0.286968265,0.286968265,48.24442944,,,6491
309021231,135,5039,33,68,19,21,5976,1047,11292,1.195536663,44.62451293,0.292242295,0.602196245,0.168260716,0.168260716,52.92242295,,,12339
309021232,96,4481,30,33,15,13,4553,573,9224,1.040763226,48.57979185,0.325238508,0.357762359,0.162619254,0.162619254,49.36036427,,,9797
309021233,117,5858,54,22,15,8,5692,767,11772,0.993883792,49.76214747,0.458715596,0.186884132,0.127420999,0.127420999,48.35202175,,,12539
309021234,144,7135,47,48,41,17,7768,1147,15202,0.947243784,46.93461387,0.309169846,0.315747928,0.269701355,0.269701355,51.09853967,,,16349
309031235,224,4878,88,219,459,25,4629,650,10521,2.129075183,46.36441403,0.836422393,2.081551183,4.362703165,4.362703165,43.99771885,,,11171
309031236,180,4256,102,110,338,12,4033,933,9040,1.991150442,47.07964602,1.128318584,1.216814159,3.738938053,3.738938053,44.61283186,,,9973
309031237,127,5033,53,45,122,17,4083,817,9481,1.339521148,53.0851176,0.559012762,0.474633477,1.286784095,1.286784095,43.06507752,,,10298
309031238,397,7722,172,268,498,50,7813,1720,16923,2.345919754,45.63020741,1.016368256,1.583643562,2.942740649,2.942740649,46.16793713,,,18643
309031239,125,5435,33,15,90,30,3458,813,9178,1.361952495,59.21769449,0.359555459,0.163434299,0.980605796,0.980605796,37.67705382,,,9991
309031240,136,5082,31,47,77,26,3313,600,8708,1.561782269,58.36012862,0.355994488,0.539733578,0.884244373,0.884244373,38.04547542,,,9308
309041241,54,1670,30,4,12,0,2160,487,3933,1.372997712,42.46122553,0.762776506,0.101703534,0.305110603,0.305110603,54.91990847,,,4420
309041242,151,6481,100,45,29,13,7510,1360,14332,1.05358638,45.22048563,0.697739325,0.313982696,0.202344404,0.202344404,52.40022328,,,15692
309051243,66,3274,32,14,11,3,3725,539,7135,0.925017519,45.88647512,0.448493343,0.196215837,0.154169587,0.154169587,52.20742817,,,7674
309051244,224,9296,73,93,70,41,8601,1158,18394,1.217788409,50.53821898,0.396868544,0.505599652,0.380558878,0.380558878,46.75981298,,,19552
309051245,111,4435,63,94,47,9,3552,496,8314,1.335097426,53.34375752,0.757757999,1.130623045,0.565311523,0.565311523,42.72311763,,,8810
309061246,221,6360,74,81,115,36,5504,763,12384,1.784560724,51.35658915,0.59754522,0.654069767,0.928617571,0.928617571,44.44444444,,,13147
309061247,113,3841,33,33,40,15,3827,535,7898,1.43074196,48.63256521,0.417827298,0.417827298,0.506457331,0.506457331,48.45530514,,,8433
309061248,242,9208,267,151,104,30,9806,1451,19809,1.221666919,46.48392145,1.347872179,0.762279772,0.525013883,0.525013883,49.50275127,,,21260
309061249,225,7569,180,334,343,21,8539,1100,17208,1.307531381,43.98535565,1.046025105,1.940957694,1.993258949,1.993258949,49.62226871,,,18308
309061250,100,4005,38,42,11,14,3743,591,7951,1.257703434,50.37102251,0.477927305,0.528235442,0.138347378,0.138347378,47.07583952,,,8542
309071251,226,7810,201,297,167,24,9602,1891,18334,1.232682448,42.59845097,1.09632377,1.619941093,0.910875968,0.910875968,52.37264099,,,20225
309071252,256,8651,106,194,259,32,8381,1066,17883,1.431527149,48.3755522,0.59274171,1.084829167,1.448302857,1.448302857,46.86573841,,,18949
309071253,231,7608,57,93,161,59,5255,1201,13464,1.715686275,56.50623886,0.423351159,0.690730838,1.195781343,1.195781343,39.03000594,,,14665
309071254,32,2201,16,18,14,0,2036,297,4310,0.742459397,51.06728538,0.371229698,0.417633411,0.324825986,0.324825986,47.23897912,,,4607
309071256,168,7660,152,204,122,15,8601,995,16925,0.992614476,45.25849335,0.898079764,1.205317578,0.720827179,0.720827179,50.8183161,,,17920
309071552,66,4728,54,45,22,0,5036,731,9950,0.663316583,47.51758794,0.542713568,0.452261307,0.221105528,0.221105528,50.61306533,,,10681
309071553,107,5392,101,92,86,10,5437,649,11230,0.952804987,48.01424755,0.89937667,0.819234194,0.765805877,0.765805877,48.41495993,,,11879
309071554,68,4024,376,300,158,9,4312,658,9252,0.734976221,43.49329875,4.063986165,3.242542153,1.707738867,1.707738867,46.60613921,,,9910
309071555,95,3234,315,228,142,13,5329,1138,9353,1.015716882,34.57714102,3.367903347,2.437720517,1.518229445,1.518229445,56.97637122,,,10491
309071556,88,5024,92,108,78,10,5405,607,10813,0.813835198,46.46259133,0.850827707,0.998797743,0.721353926,0.721353926,49.98612781,,,11420
309071557,211,8157,198,241,203,10,9683,1593,18694,1.128704397,43.63432117,1.059163368,1.289183695,1.085909918,1.085909918,51.79736814,,,20287
309071558,100,2640,49,69,49,4,3524,584,6443,1.552072016,40.97470123,0.760515288,1.070929691,0.760515288,0.760515288,54.69501785,,,7027
309081259,98,2342,61,78,29,31,1453,300,4095,2.393162393,57.19169719,1.48962149,1.904761905,0.708180708,0.708180708,35.48229548,,,4395
309081260,120,3116,30,63,59,18,3220,581,6629,1.810227787,47.00558154,0.452556947,0.950369588,0.890028662,0.890028662,48.57444562,,,7210
309081262,327,6720,123,187,166,38,7922,1153,15486,2.111584657,43.39403332,0.794265788,1.207542296,1.071935942,1.071935942,51.15588273,,,16639
309081559,324,7829,109,193,128,43,7323,898,15963,2.029693667,49.04466579,0.682829042,1.209045919,0.801854288,0.801854288,45.87483556,,,16861
309081560,213,4045,61,64,40,34,3782,566,8238,2.585579024,49.10172372,0.740470988,0.776887594,0.485554746,0.485554746,45.90920126,,,8804
309091263,246,5442,82,95,83,34,5172,1264,11151,2.206080172,48.80279796,0.735360057,0.85194153,0.744327863,0.744327863,46.38149045,,,12415
309091264,153,2789,52,121,75,17,2746,493,5957,2.568406916,46.81886856,0.872922612,2.03122377,1.259022998,1.259022998,46.09702871,,,6450
309091265,158,3851,44,107,212,10,3831,634,8203,1.926124589,46.94623918,0.536389126,1.304400829,2.584420334,2.584420334,46.70242594,,,8837
309091540,443,6549,230,430,384,33,7784,2033,15858,2.793542691,41.29776769,1.450372052,2.711565141,2.42149073,2.42149073,49.08563501,,,17891
309091541,506,7909,163,471,266,47,7959,1578,17315,2.922321686,45.67715853,0.941380306,2.720184811,1.536240254,1.536240254,45.9659255,,,18893
309101267,218,4739,116,125,145,49,3805,693,9196,2.370595911,51.53327534,1.261418008,1.359286646,1.57677251,1.57677251,41.37668552,,,9889
309101268,87,2435,54,39,38,23,1865,359,4536,1.917989418,53.68165785,1.19047619,0.85978836,0.837742504,0.837742504,41.11552028,,,4895
309101269,39,2069,7,17,10,21,1341,500,3498,1.114922813,59.14808462,0.200114351,0.485991995,0.285877644,0.285877644,38.33619211,,,3998
309101561,255,5088,166,341,176,58,4448,1669,10535,2.420503085,48.29615567,1.575700047,3.236829616,1.670621737,1.670621737,42.22116754,,,12204
309101562,284,5496,249,490,149,81,5243,2222,11988,2.369035702,45.84584585,2.077077077,4.087420754,1.242909576,1.242909576,43.73540207,,,14210
310011271,381,1938,98,107,217,0,1638,313,4386,8.686730506,44.18604651,2.234382125,2.439580483,4.94756042,4.94756042,37.34610123,,,4699
310011272,972,3546,188,189,722,6,2139,502,7752,12.53869969,45.74303406,2.425180599,2.438080495,9.31372549,9.31372549,27.59287926,,,8254
310011274,2311,7909,296,279,1988,19,5206,1886,18005,12.83532352,43.92668703,1.643987781,1.549569564,11.0413774,11.0413774,28.9141905,,,19891
310011275,299,3568,83,215,258,4,3668,481,8097,3.692725701,44.06570335,1.025071014,2.655304434,3.18636532,3.18636532,45.30072866,,,8578
310011276,183,1203,19,28,74,0,1028,3683,2537,7.213243989,47.41821048,0.748916043,1.103665747,2.916830903,2.916830903,40.52029957,,,6220
310011563,637,3283,293,513,855,4,2451,553,8045,7.917961467,40.80795525,3.642013673,6.376631448,10.62771908,10.62771908,30.46612803,,,8598
310011564,1277,9830,439,936,732,15,8077,1170,21308,5.993054252,46.13290783,2.060259058,4.392716351,3.435329454,3.435329454,37.90595082,,,22478
310021277,51,7095,39,12,7,6,4253,1151,11466,0.444793302,61.87859759,0.340136054,0.104657248,0.061050061,0.061050061,37.09227281,,,12617
310021278,47,2734,26,0,3,0,1853,376,4676,1.005132592,58.46877673,0.556030796,0,0.064157399,0.064157399,39.62788708,,,5052
310021279,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,0
310021280,124,10325,104,38,37,18,8622,1959,19249,0.644189309,53.63915009,0.540287807,0.197412853,0.192217778,0.192217778,44.79193724,,,21208
310021281,104,6633,43,16,32,3,6259,1111,13086,0.794742473,50.68775791,0.328595446,0.122268073,0.244536145,0.244536145,47.82974171,,,14197
310021282,73,6154,69,15,22,6,5449,2418,11799,0.6186965,52.15696245,0.584795322,0.127129418,0.186456479,0.186456479,46.18187982,,,14217
310031283,89,5579,82,32,30,10,5356,927,11188,0.795495173,49.86592778,0.732928137,0.286020737,0.26814444,0.26814444,47.87272077,,,12115
310031284,96,4003,63,64,42,5,4195,866,8468,1.133679735,47.27208314,0.743977326,0.75578649,0.495984884,0.495984884,49.53944261,,,9334
310031285,28,3286,24,37,9,0,3070,364,6453,0.43390671,50.92205176,0.371920037,0.573376724,0.139470014,0.139470014,47.57477142,,,6817
310031286,40,2935,40,31,24,4,3013,631,6084,0.657462196,48.24128863,0.657462196,0.509533202,0.394477318,0.394477318,49.52333991,,,6715
310031287,123,8168,135,108,42,16,7898,1498,16477,0.746495114,49.57213085,0.819323906,0.655459125,0.254900771,0.254900771,47.93348304,,,17975
310031288,32,2357,12,10,0,0,1947,200,4361,0.733776657,54.04723687,0.275166246,0.229305205,0,0,44.64572346,,,4561
310031289,35,3353,34,38,14,6,2905,320,6374,0.549105742,52.60433009,0.533417007,0.596171949,0.219642297,0.219642297,45.57577659,,,6694
310031290,44,2698,34,17,9,11,2965,248,5784,0.760719225,46.64591978,0.587828492,0.293914246,0.15560166,0.15560166,51.26210235,,,6032
310031291,51,3343,52,23,30,0,4099,661,7607,0.670435126,43.94636519,0.683580912,0.302353096,0.394373603,0.394373603,53.88457999,,,8268
310031292,48,2962,37,8,9,0,2831,515,5901,0.813421454,50.19488222,0.627012371,0.135570242,0.152516523,0.152516523,47.97491951,,,6416
310031293,93,7631,72,101,39,3,6271,953,14201,0.654883459,53.73565242,0.507006549,0.71121752,0.274628547,0.274628547,44.15886205,,,15154
310031294,83,5446,218,197,208,0,5863,762,12012,0.690975691,45.33799534,1.814851815,1.64002664,1.731601732,1.731601732,48.80952381,,,12774
310031295,55,1161,34,27,15,0,1298,473,2594,2.120277564,44.75713184,1.310717039,1.040863531,0.578257517,0.578257517,50.0385505,,,3067
310041297,189,4370,46,49,88,15,3860,637,8612,2.194612169,50.74314909,0.534138412,0.568973525,1.021830005,1.021830005,44.82117975,,,9249
310041298,0,4,0,0,0,0,5,0,8,0,50,0,0,0,0,62.5,,,8
310041299,175,5501,94,201,185,0,4657,873,10813,1.618422269,50.87394803,0.869323962,1.858873578,1.710903542,1.710903542,43.06852862,,,11686
310041300,387,4872,66,162,283,9,3821,1278,9607,4.028312689,50.71302175,0.686999063,1.686270428,2.94576871,2.94576871,39.77308213,,,10885
310041301,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,3
310041302,277,10899,283,366,364,3,9989,2174,22175,1.249154453,49.14994363,1.27621195,1.650507328,1.641488162,1.641488162,45.04622322,,,24349
310041303,155,3254,95,264,67,5,3106,378,6944,2.232142857,46.86059908,1.368087558,3.801843318,0.964861751,0.964861751,44.72926267,,,7322
310041304,571,8860,972,1899,573,17,9461,1165,22361,2.553553061,39.62255713,4.346853897,8.492464559,2.562497205,2.562497205,42.31027235,,,23526
310041565,149,4258,299,458,112,3,3303,400,8587,1.735181088,49.58658437,3.482007686,5.33364388,1.304297193,1.304297193,38.4651217,,,8987
310041566,155,3922,225,271,133,5,3733,741,8450,1.834319527,46.41420118,2.662721893,3.207100592,1.573964497,1.573964497,44.17751479,,,9191
311011305,51,7121,86,22,18,11,5820,1540,13134,0.388305162,54.21806,0.654789097,0.167504188,0.137048881,0.137048881,44.31247145,,,14674
311021306,88,3307,91,58,97,0,3660,1130,7295,1.206305689,45.33241947,1.247429746,0.795065113,1.329677862,1.329677862,50.17135024,,,8425
311021307,116,5567,177,112,303,13,5649,1655,11939,0.971605662,46.62869587,1.482536226,0.938102019,2.537900997,2.537900997,47.31552056,,,13594
311021308,112,3716,245,146,291,3,4327,700,8849,1.265679738,41.99344559,2.768674426,1.649903944,3.288507176,3.288507176,48.89818059,,,9549
311021309,72,2611,24,33,31,0,2550,418,5318,1.353892441,49.09740504,0.45129748,0.620534035,0.582925912,0.582925912,47.95035728,,,5736
311021310,81,3814,68,48,76,6,4425,492,8524,0.950258095,44.74425153,0.797747536,0.563115908,0.891600188,0.891600188,51.91224777,,,9016
311031311,279,7656,932,407,538,5,7666,1681,17485,1.595653417,43.78610237,5.3302831,2.327709465,3.076923077,3.076923077,43.84329425,,,19166
311031312,203,3029,183,168,687,0,3045,850,7311,2.776637943,41.43072083,2.503077554,2.297907263,9.396799343,9.396799343,41.64956914,,,8161
311031313,153,3569,236,129,558,3,3388,829,8040,1.902985075,44.39054726,2.935323383,1.604477612,6.940298507,6.940298507,42.13930348,,,8869
311031314,276,4740,110,102,493,3,5122,1313,10845,2.544951591,43.70677732,1.014292301,0.940525588,4.545873675,4.545873675,47.22913785,,,12158
311031315,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,0
311031316,223,3868,213,203,275,11,3432,607,8225,2.711246201,47.02735562,2.589665653,2.468085106,3.343465046,3.343465046,41.72644377,,,8832
311031317,368,6463,105,151,1756,4,5446,1691,14297,2.573966566,45.20528782,0.734419808,1.056165629,12.28229699,12.28229699,38.09190739,,,15988
311031318,98,2163,48,14,24,4,1838,231,4197,2.335001191,51.53681201,1.143674053,0.333571599,0.571837026,0.571837026,43.79318561,,,4428
311031319,251,7059,482,289,606,3,6509,827,15205,1.650772772,46.42551792,3.170009865,1.900690562,3.985531075,3.985531075,42.80828675,,,16032
311041322,85,4090,51,15,57,8,3718,581,8027,1.058926124,50.95303351,0.635355675,0.186869316,0.710103401,0.710103401,46.31867447,,,8608
311041567,30,2494,39,16,33,0,3405,620,6012,0.499001996,41.48369927,0.648702595,0.266134398,0.548902196,0.548902196,56.63672655,,,6632
311041568,98,4329,77,94,77,5,4986,377,9674,1.013024602,44.74881125,0.795947902,0.971676659,0.795947902,0.795947902,51.54021087,,,10051
311041569,95,3280,125,72,106,0,3469,493,7144,1.329787234,45.91265398,1.749720045,1.007838746,1.483762598,1.483762598,48.55823068,,,7637
311041570,98,7907,119,37,21,4,8518,1302,16711,0.586440069,47.31613907,0.712105799,0.221411047,0.125665729,0.125665729,50.97241338,,,18013
311041571,105,3653,144,84,153,4,5691,869,9837,1.067398597,37.13530548,1.463860933,0.853918878,1.555352242,1.555352242,57.85300396,,,10706
311051323,151,5290,143,163,233,7,5032,1109,11016,1.370733479,48.02106028,1.298111837,1.47966594,2.115105301,2.115105301,45.67901235,,,12125
311051324,78,4691,64,85,69,12,3698,373,8703,0.896242675,53.90095369,0.735378605,0.97667471,0.792830059,0.792830059,42.49109502,,,9076
311051325,138,4995,78,90,170,3,5418,697,10891,1.267101276,45.86355707,0.716187678,0.826370398,1.560921862,1.560921862,49.74749793,,,11588
311051326,185,4799,205,147,828,0,4166,1441,10335,1.790033866,46.43444606,1.98355104,1.422351234,8.01161103,8.01161103,40.30962748,,,11776
311051327,179,5775,78,157,217,7,5056,601,11472,1.560320781,50.33995816,0.679916318,1.368549512,1.891562064,1.891562064,44.07252441,,,12073
311051328,169,3217,149,161,407,4,2746,954,6861,2.463197785,46.88820872,2.171695088,2.346596706,5.932079872,5.932079872,40.02332022,,,7815
311061329,132,3334,117,129,99,7,2727,348,6549,2.015574897,50.90853565,1.786532295,1.969766377,1.511681173,1.511681173,41.63994503,,,6897
311061330,173,4233,69,89,813,8,3583,1404,8967,1.929296309,47.20642355,0.769488123,0.992528159,9.066577451,9.066577451,39.95762239,,,10371
311061331,178,2807,25,75,661,0,1866,743,5613,3.171209692,50.00890789,0.44539462,1.336183859,11.77623374,11.77623374,33.24425441,,,6356
311061332,263,7604,273,246,316,11,5915,757,14637,1.796816287,51.95053631,1.865136298,1.680672269,2.158912345,2.158912345,40.41128647,,,15394
311061333,163,4254,110,90,712,6,4021,1062,9346,1.744061631,45.51679863,1.176974107,0.962978814,7.618232399,7.618232399,43.02375348,,,10408
311061334,146,4931,127,126,207,4,3744,565,9277,1.573784629,53.15295893,1.36897704,1.358197693,2.231324782,2.231324782,40.35787431,,,9842
311061335,252,2328,425,230,1061,3,2061,452,6357,3.964134025,36.62104766,6.685543495,3.618058833,16.6902627,16.6902627,32.42095328,,,6809
311061336,226,5382,132,94,1581,5,3830,1726,11256,2.007818053,47.81449893,1.172707889,0.835110163,14.04584222,14.04584222,34.02629709,,,12982
312011337,92,4761,26,35,49,11,3734,1173,8701,1.05734973,54.71784852,0.298816228,0.402252615,0.56315366,0.56315366,42.91460752,,,9874
312011338,41,3307,25,26,13,0,2789,2528,6202,0.661077072,53.32150919,0.403095776,0.419219607,0.209609803,0.209609803,44.96936472,,,8730
312011339,8,2179,6,3,0,0,1131,569,3324,0.240673887,65.55354994,0.180505415,0.090252708,0,0,34.02527076,,,3893
312011340,23,1807,10,0,12,0,1343,702,3196,0.719649562,56.53942428,0.312891114,0,0.375469337,0.375469337,42.0212766,,,3898
312011341,57,3442,52,67,60,0,3923,1832,7593,0.750691426,45.33122613,0.684841301,0.882391677,0.790201501,0.790201501,51.66600817,,,9425
312021342,104,7777,94,100,34,4,6356,1363,14461,0.719175714,53.77913007,0.650024203,0.69151511,0.235115137,0.235115137,43.95270037,,,15824
312021343,30,1847,12,31,7,0,1373,460,3296,0.910194175,56.03762136,0.36407767,0.940533981,0.212378641,0.212378641,41.6565534,,,3756
312021344,58,6156,51,60,26,3,5825,1309,12186,0.475956015,50.51698671,0.418513048,0.492368291,0.213359593,0.213359593,47.80075496,,,13495
312021345,0,7,0,0,0,0,0,0,9,0,77.77777778,0,0,0,0,0,,,9
312021346,69,1532,46,113,44,0,1464,757,3269,2.110737229,46.86448455,1.407158152,3.456714592,1.345977363,1.345977363,44.78433772,,,4026
312021347,0,306,0,4,10,0,207,86,529,0,57.84499055,0,0.756143667,1.890359168,1.890359168,39.13043478,,,615
312021348,62,6682,66,117,94,5,3694,835,10723,0.5781964,62.31465075,0.615499394,1.091112562,0.876620349,0.876620349,34.44931456,,,11558
312021349,45,3140,35,35,22,6,2359,641,5642,0.797589507,55.6540234,0.620347395,0.620347395,0.389932648,0.389932648,41.81141439,,,6283
312021350,29,3222,18,102,73,0,1914,581,5360,0.541044776,60.1119403,0.335820896,1.902985075,1.361940299,1.361940299,35.70895522,,,5941
312021351,44,4216,21,8,7,0,3401,1199,7698,0.571577033,54.76747207,0.272798129,0.103923097,0.09093271,0.09093271,44.18030657,,,8897
312021352,52,5902,26,13,9,5,4382,1435,10387,0.500625782,56.82102628,0.250312891,0.125156446,0.08664677,0.08664677,42.18734957,,,11822
312021353,37,4450,15,7,0,0,2663,1015,7166,0.5163271,62.09879989,0.209321797,0.097683505,0,0,37.16159643,,,8181
312021354,27,2593,20,5,11,0,2876,558,5526,0.488599349,46.92363373,0.361925443,0.090481361,0.199058994,0.199058994,52.04487875,,,6084
312021355,15,1541,16,0,7,0,1512,363,3092,0.485122898,49.83829237,0.517464424,0,0.226390686,0.226390686,48.9003881,,,3455
312021356,74,3725,23,25,13,4,2379,667,6251,1.18381059,59.59046553,0.367941129,0.39993601,0.207966725,0.207966725,38.05791073,,,6918
312021357,23,4916,6,6,14,4,2587,894,7563,0.304112125,65.00066111,0.079333598,0.079333598,0.185111728,0.185111728,34.20600291,,,8457
312021358,44,3632,29,48,20,0,1947,650,5714,0.770038502,63.56317816,0.507525376,0.840042002,0.350017501,0.350017501,34.07420371,,,6364
312031359,182,4857,91,64,46,11,7172,2103,12420,1.465378422,39.10628019,0.732689211,0.515297907,0.37037037,0.37037037,57.74557166,,,14523
312031360,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,0
312031361,40,4326,30,9,0,0,3545,914,7944,0.503524673,54.45619335,0.377643505,0.113293051,0,0,44.62487412,,,8858
313011362,122,8040,62,19,11,6,7099,1114,15355,0.794529469,52.36079453,0.403777271,0.123738196,0.071637903,0.071637903,46.23249756,,,16469
313011363,154,11327,63,24,36,8,7601,1401,19211,0.80162407,58.96101192,0.327937119,0.124928426,0.18739264,0.18739264,39.56587372,,,20612
313021364,37,3143,46,41,29,3,3016,343,6315,0.585906572,49.77038797,0.728424386,0.649247823,0.45922407,0.45922407,47.75930325,,,6658
313021366,279,8952,197,104,78,12,11944,2051,21574,1.293223324,41.4943914,0.913136182,0.482061741,0.361546306,0.361546306,55.36293687,,,23625
313021367,23,1964,12,7,4,0,2020,253,4037,0.569729998,48.64998761,0.297250433,0.173396086,0.099083478,0.099083478,50.0371563,,,4290
313021368,109,4302,52,72,45,5,5682,815,10263,1.062067622,41.91756796,0.506674462,0.701549255,0.438468284,0.438468284,55.36392868,,,11078
313021369,34,2042,8,5,9,0,1833,294,3934,0.864260295,51.90645653,0.203355363,0.127097102,0.228774784,0.228774784,46.59379766,,,4228
313021572,200,6982,161,108,80,6,8482,1715,16021,1.248361525,43.58030086,1.004931028,0.674115224,0.49934461,0.49934461,52.9430123,,,17736
313021573,120,5197,99,25,33,9,5652,1038,11127,1.078457805,46.70621012,0.889727689,0.224678709,0.296575896,0.296575896,50.79536263,,,12165
313031370,24,2923,42,6,23,0,2072,710,5089,0.471605423,57.43761053,0.825309491,0.117901356,0.451955197,0.451955197,40.71526823,,,5799
313031371,38,3259,46,5,3,5,3684,2056,7044,0.539466212,46.26632595,0.653038047,0.070982396,0.042589438,0.042589438,52.29982964,,,9100
313041372,118,7256,97,76,50,17,7752,1124,15364,0.768029159,47.22728456,0.631346004,0.494662848,0.325436084,0.325436084,50.45561052,,,16488
313041373,151,10473,132,108,54,8,9918,1843,20843,0.724463849,50.24708535,0.633306146,0.518159574,0.259079787,0.259079787,47.58432088,,,22686
313041374,31,2650,27,0,6,8,2770,386,5481,0.565590221,48.34884145,0.492610837,0,0.109469075,0.109469075,50.53822295,,,5867
313041375,121,9135,136,114,65,4,10264,1073,19841,0.609848294,46.04102616,0.685449322,0.574567814,0.327604455,0.327604455,51.73126355,,,20914
313041376,14,1520,5,13,5,0,1535,159,3101,0.451467269,49.01644631,0.16123831,0.419219607,0.16123831,0.16123831,49.50016124,,,3260
313051377,76,3726,55,39,13,6,3870,621,7794,0.975109058,47.80600462,0.705671029,0.500384911,0.16679497,0.16679497,49.65357968,,,8415
313051378,135,5564,64,23,26,3,5162,995,10979,1.229620184,50.67856818,0.58293105,0.209490846,0.236815739,0.236815739,47.01703252,,,11974
313051379,97,5115,70,31,29,8,4257,834,9600,1.010416667,53.28125,0.729166667,0.322916667,0.302083333,0.302083333,44.34375,,,10434
313051380,149,8562,117,101,48,8,7166,1228,16157,0.922200904,52.99251099,0.724144334,0.625116049,0.297084855,0.297084855,44.35229312,,,17385
313051574,0,93,0,0,0,0,117,94,215,0,43.25581395,0,0,0,0,54.41860465,,,309
313051575,122,7988,52,60,51,6,6086,881,14376,0.848636617,55.56483027,0.361713968,0.41736227,0.35475793,0.35475793,42.3344463,,,15257
314011382,118,9144,42,124,72,8,6353,555,15855,0.744244718,57.67265847,0.264900662,0.78208767,0.454115421,0.454115421,40.06937874,,,16410
314011383,108,10056,146,443,105,3,8038,740,18903,0.571337883,53.19790509,0.772364175,2.343543353,0.555467386,0.555467386,42.52235095,,,19643
314011384,58,4358,21,6,8,9,4043,700,8513,0.681310936,51.19229414,0.246681546,0.070480442,0.093973922,0.093973922,47.49207095,,,9213
314011385,36,4177,24,56,12,0,3253,261,7561,0.476127496,55.24401534,0.317418331,0.740642772,0.158709165,0.158709165,43.0234096,,,7822
314011386,161,11576,75,133,78,15,11302,975,23338,0.689862028,49.60150827,0.321364299,0.569886023,0.334218871,0.334218871,48.42745737,,,24313
314011387,66,5875,57,37,21,16,5649,663,11722,0.563043849,50.11943354,0.486265142,0.315645794,0.179150316,0.179150316,48.19143491,,,12385
314021389,159,10048,1001,823,189,9,9738,1119,21970,0.723714156,45.73509331,4.556213018,3.746017296,0.860263996,0.860263996,44.32407829,,,23089
314021576,48,2144,68,58,33,7,2504,413,4862,0.987248046,44.09707939,1.398601399,1.192924722,0.678733032,0.678733032,51.50143974,,,5275
314021577,157,9207,192,187,61,22,10367,1557,20192,0.777535658,45.59726624,0.950871632,0.92610935,0.302099842,0.302099842,51.34211569,,,21749
314021578,210,6339,542,920,225,3,5886,799,14122,1.487041496,44.88740972,3.837983288,6.51465798,1.593258745,1.593258745,41.67964877,,,14921
314021579,277,10512,430,731,221,19,9639,1192,21838,1.268431175,48.13627622,1.969044784,3.347376133,1.011997436,1.011997436,44.13865739,,,23030
314031391,113,4938,71,145,49,4,4389,567,9704,1.164468261,50.88623248,0.731657049,1.494229184,0.504946414,0.504946414,45.22877164,,,10271
314031392,58,3043,56,64,14,0,3348,510,6585,0.880789674,46.2110858,0.850417616,0.971905847,0.212604404,0.212604404,50.8428246,,,7095
