SA2_CODE_2021,Buddhism_P,Christianity_Tot_P,Other_Religions_Tot_P,Hinduism_P,Islam_P,Judaism_P,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_P,Total_P_Ex,Buddhism_Percent,Christian_Percent,Other_Religions_Percent,Hinduism_Percent,Islam_Percent,Judaism_P,No_Religion_Percent,,,Tot_P
101021007,32,1895,18,4,7,4,1926,448,3895,0.82156611,48.6521181,0.462130937,0.102695764,0.179717587,0.179717587,49.44801027,,,4343
101021008,89,4468,121,133,49,0,3004,648,7869,1.13102046,56.77976871,1.537679502,1.690176643,0.622696658,0.622696658,38.17511755,,,8517
101021009,154,4945,337,645,342,8,4147,764,10578,1.455851768,46.74796748,3.18585744,6.097560976,3.233125355,3.233125355,39.20400832,,,11342
101021010,59,2233,135,200,173,10,1949,337,4748,1.242628475,47.03032856,2.843302443,4.212299916,3.643639427,3.643639427,41.04886268,,,5085
101021012,93,6872,130,202,117,11,4762,556,12188,0.763045619,56.38332786,1.066622908,1.657367903,0.959960617,0.959960617,39.07121759,,,12744
101021610,45,3093,157,243,154,13,2227,287,5937,0.757958565,52.0970187,2.644433215,4.092976251,2.593902644,2.593902644,37.5105272,,,6224
101021611,86,7893,73,23,32,3,7258,1162,15377,0.559276842,51.3299083,0.474734994,0.149574039,0.208103011,0.208103011,47.20036418,,,16539
101031013,9,1438,10,8,5,0,723,263,2191,0.410771337,65.63213145,0.456412597,0.365130078,0.228206298,0.228206298,32.99863076,,,2454
101031014,81,3329,40,67,79,3,2487,680,6081,1.33201776,54.74428548,0.657786548,1.101792468,1.299128433,1.299128433,40.89787864,,,6761
101031015,18,1803,26,0,0,0,1256,367,3105,0.579710145,58.06763285,0.837359098,0,0,0,40.45088567,,,3472
101031016,87,2977,30,0,11,5,4211,704,7331,1.186741236,40.60837539,0.409221116,0,0.150047742,0.150047742,57.44100396,,,8035
101041017,66,4299,40,43,17,10,3415,700,7881,0.837457175,54.54891511,0.507549803,0.545616039,0.215708666,0.215708666,43.33206446,,,8581
101041018,82,4447,48,23,14,3,3494,828,8110,1.011097411,54.83353884,0.591861899,0.283600493,0.172626387,0.172626387,43.08261406,,,8938
101041019,105,3746,35,38,15,9,4132,801,8071,1.300954033,46.41308388,0.433651344,0.47082146,0.185850576,0.185850576,51.19563871,,,8872
101041020,72,3694,56,17,10,8,4771,930,8627,0.834589081,42.81905645,0.649124841,0.197055755,0.11591515,0.11591515,55.30311812,,,9557
101041021,17,1673,9,7,13,4,1794,271,3521,0.482817381,47.51491054,0.255609202,0.198807157,0.369213292,0.369213292,50.95143425,,,3792
101041022,0,12,0,0,0,0,22,3,40,0,30,0,0,0,0,55,,,43
101041023,19,1545,14,9,10,0,1491,343,3082,0.616482803,50.12978585,0.454250487,0.29201817,0.324464633,0.324464633,48.37767683,,,3425
101041024,32,1479,13,9,5,0,1562,439,3086,1.036941024,47.92611795,0.421257291,0.291639663,0.162022035,0.162022035,50.61568373,,,3525
101041025,110,5113,42,47,17,14,5360,805,10708,1.027269331,47.74934628,0.392230108,0.438924169,0.158759806,0.158759806,50.05603287,,,11513
101041026,41,3951,31,18,8,5,3689,851,7749,0.529100529,50.98722416,0.40005162,0.232288037,0.103239128,0.103239128,47.60614273,,,8600
101041027,114,4017,56,36,31,8,4657,970,8918,1.278313523,45.04373178,0.627943485,0.403677955,0.347611572,0.347611572,52.22022875,,,9888
101051539,211,13921,152,301,167,7,7618,2181,22384,0.942637598,62.1917441,0.679056469,1.344710508,0.74606862,0.74606862,34.03323803,,,24565
101051540,45,8269,52,36,38,10,3991,1395,12444,0.361620058,66.44969463,0.417872067,0.289296046,0.305368049,0.305368049,32.07168113,,,13839
101061541,40,3740,29,40,25,4,2417,468,6295,0.63542494,59.41223193,0.460683082,0.63542494,0.397140588,0.397140588,38.39555203,,,6763
101061542,67,6168,57,15,44,14,5445,913,11800,0.56779661,52.27118644,0.483050847,0.127118644,0.372881356,0.372881356,46.1440678,,,12713
101061543,41,6602,49,43,483,0,2909,885,10119,0.405178377,65.24360115,0.484237573,0.424943176,4.773198933,4.773198933,28.74789999,,,11004
101061544,26,4926,20,0,49,0,1878,775,6902,0.376702405,71.37061721,0.289771081,0,0.709939148,0.709939148,27.20950449,,,7677
102011028,69,3429,12,13,13,33,3586,356,7157,0.9640911,47.91113595,0.167668017,0.181640352,0.181640352,0.181640352,50.10479251,,,7513
102011029,82,5630,30,7,23,33,4639,591,10451,0.784613913,53.87044302,0.28705387,0.066979236,0.220074634,0.220074634,44.38809683,,,11042
102011030,37,2296,32,12,35,11,1777,518,4198,0.881372082,54.69271081,0.762267747,0.285850405,0.833730348,0.833730348,42.3296808,,,4716
102011031,163,8327,58,68,36,34,5084,991,13767,1.183990702,60.48521828,0.421297305,0.493934772,0.261494879,0.261494879,36.92888792,,,14758
102011032,384,9644,223,595,261,38,8555,1505,19699,1.94933753,48.95679984,1.132037159,3.020457891,1.324940352,1.324940352,43.42860044,,,21204
102011033,68,3154,35,80,51,12,2759,318,6167,1.1026431,51.14318145,0.56753689,1.297227177,0.826982325,0.826982325,44.73812226,,,6485
102011034,56,4124,30,25,14,18,2931,424,7191,0.778751217,57.34946461,0.417188152,0.347656793,0.194687804,0.194687804,40.75928244,,,7615
102011035,111,3585,35,58,45,10,3031,282,6875,1.614545455,52.14545455,0.509090909,0.843636364,0.654545455,0.654545455,44.08727273,,,7157
102011036,62,4144,18,61,17,12,3540,349,7856,0.789205703,52.74949084,0.229124236,0.776476578,0.216395112,0.216395112,45.0610998,,,8205
102011037,92,3189,21,41,18,9,2871,327,6244,1.473414478,51.07303011,0.33632287,0.656630365,0.288276746,0.288276746,45.98014094,,,6571
102011038,32,3795,17,13,16,13,2945,338,6822,0.469070654,55.62884785,0.249193785,0.190559953,0.234535327,0.234535327,43.1691586,,,7160
102011039,168,7496,28,82,65,31,6111,865,13984,1.201372998,53.60411899,0.200228833,0.586384439,0.464816934,0.464816934,43.69994279,,,14849
102011040,279,12143,102,84,74,29,10225,1753,22944,1.216004184,52.92451185,0.444560669,0.366108787,0.322524407,0.322524407,44.56502789,,,24697
102011041,80,5426,23,38,48,15,4501,544,10131,0.789655513,53.55838515,0.22702596,0.375086369,0.473793308,0.473793308,44.42799329,,,10675
102011042,218,6936,73,77,51,13,5931,1050,13296,1.639590854,52.16606498,0.549037304,0.57912154,0.383574007,0.383574007,44.60740072,,,14346
102011043,176,5536,96,79,84,11,4653,780,10643,1.653669078,52.01540919,0.902001315,0.742271916,0.789251151,0.789251151,43.71887626,,,11423
102021044,149,11760,56,57,53,14,9020,1718,21107,0.705926944,55.71611314,0.265314824,0.270052589,0.25110153,0.25110153,42.7346378,,,22825
102021045,48,5277,69,34,54,5,5176,625,10665,0.450070323,49.47960619,0.64697609,0.318799812,0.506329114,0.506329114,48.53258322,,,11290
102021046,96,5221,42,4,13,5,3690,667,9061,1.059485708,57.62057168,0.463524997,0.044145238,0.143472023,0.143472023,40.7239819,,,9728
102021047,82,8510,45,59,30,8,6385,876,15130,0.541969597,56.24586913,0.29742234,0.389953734,0.19828156,0.19828156,42.20092531,,,16006
102021048,211,11053,85,96,98,15,8916,1898,20464,1.031078968,54.01192338,0.415363565,0.469116497,0.478889758,0.478889758,43.56919468,,,22362
102021049,19,1920,8,4,6,3,1228,223,3197,0.594307163,60.05630278,0.250234595,0.125117297,0.187675946,0.187675946,38.41101032,,,3420
102021050,60,6240,31,16,38,4,3889,681,10279,0.583714369,60.70629439,0.301585757,0.155657165,0.369685767,0.369685767,37.83441969,,,10960
102021051,30,2369,21,24,22,9,2195,261,4667,0.642811228,50.76065995,0.449967859,0.514248982,0.4713949,0.4713949,47.03235483,,,4928
102021052,48,3451,29,6,18,0,2565,371,6121,0.784185591,56.37967652,0.473778794,0.098023199,0.294069596,0.294069596,41.9049175,,,6492
102021053,170,8631,132,117,73,26,5470,1223,14616,1.163108922,59.05172414,0.903119869,0.800492611,0.499452655,0.499452655,37.42474001,,,15839
102021054,91,5154,39,31,25,0,3789,785,9124,0.997369575,56.48838229,0.427444103,0.339763262,0.27400263,0.27400263,41.52783867,,,9909
102021055,57,2776,58,90,47,3,1932,270,4959,1.149425287,55.97902803,1.169590643,1.814882033,0.947771728,0.947771728,38.95946763,,,5229
102021056,166,10813,132,228,98,9,7382,1225,18826,0.881759269,57.43652396,0.701157973,1.211091044,0.520556677,0.520556677,39.21172846,,,20051
102021057,100,4404,59,101,68,3,3597,792,8328,1.200768492,52.88184438,0.70845341,1.212776177,0.816522574,0.816522574,43.19164265,,,9120
103011059,66,7422,84,101,96,0,3795,771,11559,0.570983649,64.20970672,0.726706462,0.873778008,0.830521671,0.830521671,32.83155982,,,12330
103011060,35,3984,25,11,3,6,2147,706,6203,0.564243108,64.22698694,0.403030792,0.177333548,0.048363695,0.048363695,34.61228438,,,6909
103011061,21,2692,19,39,28,10,1295,730,4104,0.511695906,65.59454191,0.462962963,0.950292398,0.682261209,0.682261209,31.5545809,,,4834
103011612,122,5021,162,217,118,10,3671,1440,9312,1.310137457,53.91967354,1.739690722,2.33032646,1.267182131,1.267182131,39.42225086,,,10752
103011613,78,8299,57,108,67,0,4883,819,13494,0.578034682,61.50140803,0.42240996,0.800355714,0.496516971,0.496516971,36.18645324,,,14313
103021062,11,4017,21,46,15,0,1397,866,5506,0.199782056,72.95677443,0.381402107,0.835452234,0.272430076,0.272430076,25.3723211,,,6372
103021063,48,5869,48,32,25,0,2499,752,8521,0.563314165,68.87689238,0.563314165,0.375542777,0.293392794,0.293392794,29.32754372,,,9273
103021064,18,3473,21,12,3,0,1531,654,5062,0.355590676,68.60924536,0.414855788,0.23706045,0.059265113,0.059265113,30.24496247,,,5716
103021065,34,6433,10,28,6,5,2523,983,9037,0.37623105,71.18512781,0.110656191,0.309837335,0.066393715,0.066393715,27.91855704,,,10020
103021066,7,2285,5,3,4,0,987,301,3296,0.212378641,69.32645631,0.151699029,0.091019417,0.121359223,0.121359223,29.94538835,,,3597
103021067,54,6864,35,47,30,0,3060,822,10097,0.53481232,67.98058829,0.346637615,0.465484797,0.297117956,0.297117956,30.30603149,,,10919
103021068,10,2084,4,9,0,0,784,367,2895,0.345423143,71.98618307,0.138169257,0.310880829,0,0,27.08117444,,,3262
103021069,17,3652,16,21,10,0,1214,592,4933,0.34461788,74.03202919,0.32434624,0.425704439,0.2027164,0.2027164,24.60977093,,,5525
103031070,102,6516,75,77,46,16,4317,1235,11150,0.914798206,58.43946188,0.67264574,0.69058296,0.412556054,0.412556054,38.71748879,,,12385
103031071,72,4390,42,23,23,7,3105,778,7670,0.938722295,57.23598435,0.547588005,0.299869622,0.299869622,0.299869622,40.48239896,,,8448
103031072,57,6795,77,71,34,14,4673,848,11715,0.486555698,58.00256082,0.657276995,0.606060606,0.290226206,0.290226206,39.88903116,,,12563
103031073,26,1889,6,3,11,0,1069,389,3009,0.864074443,62.77833167,0.199401795,0.099700897,0.365569957,0.365569957,35.52675307,,,3398
103031074,37,6265,44,3,0,0,3493,1222,9850,0.375634518,63.60406091,0.446700508,0.030456853,0,0,35.46192893,,,11072
103031075,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,0
103041076,32,4396,32,3,20,3,2439,589,6928,0.461893764,63.45265589,0.461893764,0.04330254,0.288683603,0.288683603,35.20496536,,,7517
103041077,172,10440,116,220,88,13,6453,1519,17504,0.982632541,59.64351005,0.662705667,1.256855576,0.50274223,0.50274223,36.86585923,,,19023
103041078,180,13453,130,267,195,11,7368,1294,21601,0.833294755,62.2795241,0.60182399,1.236053886,0.902735984,0.902735984,34.10953197,,,22895
103041079,36,7493,32,6,17,8,3295,939,10891,0.330548159,68.79992654,0.293820586,0.05509136,0.156092186,0.156092186,30.25433844,,,11830
104011080,85,9957,122,66,48,4,7346,1641,17614,0.482570682,56.52889747,0.692630862,0.374701942,0.272510503,0.272510503,41.70546156,,,19255
104011081,119,7735,111,17,11,13,6278,2594,14281,0.833274981,54.16287375,0.777256495,0.119039283,0.077025418,0.077025418,43.96050697,,,16875
104011082,163,8879,59,16,28,6,6990,1390,16143,1.009725578,55.00216812,0.365483491,0.099114167,0.173449792,0.173449792,43.30050177,,,17533
104021083,112,1538,72,18,11,28,3725,652,5516,2.030456853,27.88252357,1.305293691,0.326323423,0.199419869,0.199419869,67.53081943,,,6168
104021084,238,8526,512,92,122,14,7143,1453,16646,1.429772918,51.2195122,3.075814009,0.55268533,0.732908807,0.732908807,42.9112099,,,18099
104021085,121,5176,378,94,96,6,4242,1192,10113,1.196479779,51.18164738,3.737763275,0.929496687,0.949273213,0.949273213,41.94601009,,,11305
104021086,28,1623,30,0,8,4,1885,373,3577,0.782778865,45.37321778,0.838691641,0,0.223651104,0.223651104,52.69779145,,,3950
104021087,37,1284,14,4,4,3,1489,413,2837,1.304194572,45.25907649,0.493479027,0.140994008,0.140994008,0.140994008,52.48501939,,,3250
104021088,77,4617,107,36,46,11,4841,525,9737,0.790797987,47.41706891,1.098901099,0.369723734,0.472424771,0.472424771,49.71757215,,,10262
104021089,166,9639,222,53,35,19,8538,1399,18667,0.889269834,51.63657792,1.189264477,0.283923501,0.187496652,0.187496652,45.73846896,,,20066
104021090,36,2224,26,6,6,0,2180,425,4482,0.803212851,49.62070504,0.58009817,0.133868809,0.133868809,0.133868809,48.63900045,,,4907
104021091,188,5427,1389,61,123,8,6206,1051,13412,1.401729794,40.46376379,10.35639726,0.454816582,0.917089174,0.917089174,46.27199523,,,14463
105011092,8,1833,15,39,17,0,897,622,2806,0.28510335,65.32430506,0.534568781,1.389878831,0.605844619,0.605844619,31.96721311,,,3428
105011093,28,2244,17,11,12,0,1140,668,3461,0.809014736,64.83675238,0.491187518,0.317827218,0.346720601,0.346720601,32.93845709,,,4129
105011094,11,2480,8,17,9,0,839,567,3359,0.327478416,73.83149747,0.238166121,0.506103007,0.267936886,0.267936886,24.97767193,,,3926
105011095,18,3041,5,27,23,0,1009,473,4118,0.437105391,73.84652744,0.121418164,0.655658086,0.558523555,0.558523555,24.50218553,,,4591
105011096,23,2331,17,19,17,0,1645,1474,4060,0.566502463,57.4137931,0.418719212,0.467980296,0.418719212,0.418719212,40.51724138,,,5534
105021097,79,6903,57,67,55,3,8663,1770,15818,0.499431028,43.64015678,0.36034897,0.423568087,0.347705146,0.347705146,54.76672146,,,17588
105021098,6,994,9,5,0,0,845,432,1856,0.323275862,53.55603448,0.484913793,0.269396552,0,0,45.52801724,,,2288
105031099,22,4477,27,19,13,4,2137,1223,6698,0.328456256,66.84084801,0.403105405,0.283666766,0.194087787,0.194087787,31.90504628,,,7921
105031100,64,6039,66,271,95,4,3010,1079,9554,0.669876492,63.20912707,0.690810132,2.836508269,0.994347917,0.994347917,31.50512874,,,10633
105031101,221,11161,232,761,273,12,5271,1710,17918,1.233396584,62.289318,1.294787365,4.247125795,1.523607545,1.523607545,29.41734569,,,19628
105031102,62,5795,77,196,138,7,3008,1038,9279,0.66817545,62.45285052,0.829830801,2.112296584,1.487229227,1.487229227,32.41728635,,,10317
105031103,10,3826,5,0,0,0,1499,619,5344,0.187125749,71.59431138,0.093562874,0,0,0,28.0501497,,,5963
105031104,11,2709,0,3,6,0,1098,570,3828,0.287356322,70.76802508,0,0.078369906,0.156739812,0.156739812,28.68338558,,,4398
105031105,6,4014,17,19,0,0,1436,967,5491,0.109269714,73.10143872,0.309597523,0.346020761,0,0,26.1518849,,,6458
105031106,27,4587,39,19,25,4,2312,1750,7019,0.384670181,65.35118963,0.555634706,0.270693831,0.356176093,0.356176093,32.93916512,,,8769
106011107,76,6977,45,25,40,5,4947,656,12114,0.627373287,57.59451874,0.371471025,0.206372792,0.330196467,0.330196467,40.83704804,,,12770
106011108,169,10995,75,89,28,4,9169,2963,20532,0.823105396,53.55055523,0.36528346,0.433469706,0.136372492,0.136372492,44.65712059,,,23495
106011109,42,4445,24,33,14,4,3918,667,8478,0.495399858,52.42981835,0.283085633,0.389242746,0.165133286,0.165133286,46.21372965,,,9145
106011110,21,5321,20,13,5,8,3579,575,8966,0.234218157,59.34641981,0.223064912,0.144992193,0.055766228,0.055766228,39.91746598,,,9541
106011111,88,9872,96,60,40,7,9203,1263,19368,0.454357703,50.97067328,0.495662949,0.309789343,0.206526229,0.206526229,47.5165221,,,20631
106011112,123,9360,48,75,51,0,6254,1098,15920,0.772613065,58.79396985,0.301507538,0.471105528,0.320351759,0.320351759,39.2839196,,,17018
106011113,19,3069,18,0,5,0,1689,531,4801,0.395750885,63.92418246,0.374921891,0,0.10414497,0.10414497,35.1801708,,,5332
106021114,59,4121,71,80,60,0,3772,441,8170,0.722154223,50.44063647,0.869033048,0.979192166,0.734394125,0.734394125,46.16891065,,,8611
106021116,28,5030,16,16,27,11,3208,401,8326,0.33629594,60.41316358,0.192169109,0.192169109,0.324285371,0.324285371,38.52990632,,,8727
106021614,148,9583,100,178,178,8,6739,1044,16937,0.873826534,56.58026805,0.590423334,1.050953534,1.050953534,1.050953534,39.78862845,,,17981
106021615,84,9870,107,154,78,12,6417,1008,16722,0.502332257,59.02404019,0.639875613,0.920942471,0.466451381,0.466451381,38.37459634,,,17730
106021616,31,3991,72,28,15,0,3313,526,7450,0.416107383,53.5704698,0.966442953,0.375838926,0.201342282,0.201342282,44.46979866,,,7976
106021617,38,5513,44,19,31,5,3907,534,9557,0.397614314,57.68546615,0.460395522,0.198807157,0.324369572,0.324369572,40.88102961,,,10091
106021618,95,8647,148,169,147,3,6044,648,15251,0.622909973,56.69792145,0.970428169,1.108124057,0.963871222,0.963871222,39.63018818,,,15899
106031119,36,3326,10,17,4,3,2618,434,6015,0.598503741,55.29509559,0.166251039,0.282626766,0.066500416,0.066500416,43.52452203,,,6449
106031120,33,3485,16,6,9,3,2914,424,6463,0.510598793,53.92232709,0.247563051,0.092836144,0.139254216,0.139254216,45.0874207,,,6887
106031121,203,12099,71,122,54,13,8090,1326,20646,0.983241306,58.60215054,0.343892279,0.590913494,0.261551874,0.261551874,39.18434564,,,21972
106031122,111,7210,84,41,79,0,5979,1085,13503,0.822039547,53.39554173,0.622083981,0.303636229,0.585055173,0.585055173,44.2790491,,,14588
106031123,12,3392,11,6,5,4,1967,284,5409,0.221852468,62.71029765,0.203364762,0.110926234,0.092438528,0.092438528,36.36531706,,,5693
106031124,38,3489,18,29,11,6,1678,542,5262,0.722158875,66.30558723,0.342075257,0.551121247,0.20904599,0.20904599,31.88901558,,,5804
106031125,101,7787,41,28,29,13,6156,857,14163,0.71312575,54.98128927,0.289486691,0.197698228,0.204758879,0.204758879,43.46536751,,,15020
106041126,96,6439,64,62,58,13,4405,1144,11128,0.862688713,57.86304817,0.575125809,0.557153127,0.521207764,0.521207764,39.58483106,,,12272
106041127,25,2608,9,9,0,5,1123,312,3771,0.662954124,69.15937417,0.238663484,0.238663484,0,0,29.77989923,,,4083
106041128,35,3691,17,30,16,6,1843,406,5629,0.621780068,65.5711494,0.302007461,0.532954344,0.284242317,0.284242317,32.74116184,,,6035
106041129,31,5123,21,35,32,3,2295,662,7532,0.41157727,68.01646309,0.278810409,0.464684015,0.424853956,0.424853956,30.46999469,,,8194
107011131,147,12832,99,61,183,0,9592,1273,22922,0.641305296,55.98115348,0.431899485,0.266119885,0.798359654,0.798359654,41.84626123,,,24195
107011132,104,6856,27,97,100,0,4519,451,11704,0.888585099,58.57826384,0.230690362,0.828776487,0.854408749,0.854408749,38.61073137,,,12155
107011133,0,3,0,0,0,0,5,0,5,0,60,0,0,0,0,100,,,5
107011134,96,8680,61,131,312,4,5208,789,14491,0.66248016,59.89924781,0.420950935,0.904009385,2.15306052,2.15306052,35.93954869,,,15280
107011545,126,7306,53,40,1499,4,4174,996,13204,0.954256286,55.33171766,0.401393517,0.302938503,11.35262042,11.35262042,31.61163284,,,14200
107011546,123,5490,51,29,321,5,2940,777,8963,1.372308379,61.25181301,0.569005913,0.323552382,3.58139016,3.58139016,32.80151735,,,9740
107011547,30,2324,18,0,25,0,1522,318,3921,0.765110941,59.27059424,0.459066565,0,0.637592451,0.637592451,38.81662841,,,4239
107021135,0,9,0,0,0,0,0,0,9,0,100,0,0,0,0,0,,,9
107031136,101,10273,56,68,116,12,7505,887,18139,0.556811291,56.63487513,0.308727052,0.374882849,0.639506037,0.639506037,41.37493798,,,19026
107031137,38,3591,28,23,35,0,2796,408,6512,0.583538084,55.14434889,0.42997543,0.353194103,0.537469287,0.537469287,42.93611794,,,6920
107031138,68,4507,30,31,26,12,3541,574,8212,0.828056503,54.88309791,0.365319045,0.377496347,0.316609839,0.316609839,43.11982465,,,8786
107031139,36,3077,5,9,9,4,2600,318,5745,0.626631854,53.55961706,0.087032202,0.156657963,0.156657963,0.156657963,45.256745,,,6063
107031140,44,4210,16,16,12,12,3354,474,7662,0.574262595,54.94648917,0.208822762,0.208822762,0.156617071,0.156617071,43.77447142,,,8136
107031141,112,11369,48,63,297,9,6392,1049,18292,0.612289525,62.15285371,0.262409797,0.344412858,1.623660617,1.623660617,34.94423792,,,19341
107031142,103,5602,48,53,157,7,3953,668,9922,1.038097158,56.46039105,0.483773433,0.534166499,1.58234227,1.58234227,39.84075791,,,10590
107031143,151,10551,85,52,287,0,7613,1659,18738,0.805849077,56.30803714,0.453623652,0.27751094,1.531646921,1.531646921,40.62866901,,,20397
107041144,288,11004,95,266,689,7,7882,1291,20228,1.423769033,54.3998418,0.469646035,1.315008899,3.406169666,3.406169666,38.96578999,,,21519
107041145,215,7970,97,103,241,13,6474,927,15114,1.422522165,52.73256583,0.64178907,0.681487363,1.594548101,1.594548101,42.83445812,,,16041
107041146,335,11554,129,401,755,22,8280,1284,21489,1.558937131,53.7670436,0.600307134,1.866071013,3.513425473,3.513425473,38.53134162,,,22773
107041147,69,4355,18,39,17,9,4222,413,8722,0.791102958,49.93120844,0.206374685,0.44714515,0.194909424,0.194909424,48.40632882,,,9135
107041148,109,4951,39,23,23,30,6179,602,11355,0.959929546,43.60193747,0.34346103,0.202553941,0.202553941,0.202553941,54.41655658,,,11957
107041150,154,10173,67,48,127,15,9167,1008,19753,0.779628411,51.50103782,0.339188984,0.243001063,0.642940313,0.642940313,46.40814054,,,20761
107041548,351,6771,102,349,600,29,6717,1101,14919,2.352704605,45.38507943,0.683691936,2.339298881,4.021717273,4.021717273,45.02312487,,,16020
107041549,316,7539,137,380,712,7,6337,1130,15421,2.049153751,48.88788016,0.888398937,2.464172233,4.617080604,4.617080604,41.09331431,,,16551
108011151,24,2688,19,6,5,0,1932,561,4674,0.513478819,57.50962773,0.406504065,0.128369705,0.106974754,0.106974754,41.33504493,,,5235
108011152,103,8144,40,94,45,4,5214,1067,13642,0.755021258,59.6979915,0.293212139,0.689048527,0.329863656,0.329863656,38.22020232,,,14709
108011153,61,3111,35,11,7,16,2985,764,6224,0.980077121,49.98393316,0.562339332,0.176735219,0.112467866,0.112467866,47.95951157,,,6988
108011154,64,3823,19,33,11,0,1993,432,5944,1.076716016,64.31695828,0.319650067,0.555181696,0.185060565,0.185060565,33.52960969,,,6376
108021155,63,7595,94,34,22,5,5559,2285,13369,0.471239435,56.81053183,0.703119156,0.254319695,0.164559803,0.164559803,41.5812701,,,15654
108021156,74,4451,37,5,13,6,3901,973,8499,0.870690669,52.37086716,0.435345335,0.058830451,0.152959172,0.152959172,45.89951759,,,9472
108021157,38,2627,66,20,8,14,1968,450,4739,0.801856932,55.43363579,1.392698882,0.422029964,0.168811986,0.168811986,41.52774847,,,5189
108021158,66,3394,46,30,7,12,2852,706,6405,1.030444965,52.98985168,0.718188915,0.468384075,0.109289617,0.109289617,44.52771272,,,7111
108021159,88,3506,71,45,7,3,3543,839,7263,1.211620542,48.27206389,0.977557483,0.619578686,0.096378907,0.096378907,48.78149525,,,8102
108021160,36,2907,8,18,0,3,2212,445,5183,0.694578429,56.08720818,0.154350762,0.347289215,0,0,42.67798572,,,5628
108031161,4,173,0,0,0,0,217,50,395,1.012658228,43.79746835,0,0,0,0,54.93670886,,,445
108041162,115,10282,55,30,17,15,6906,1076,17408,0.660615809,59.06479779,0.315946691,0.172334559,0.09765625,0.09765625,39.67141544,,,18484
108041164,164,11232,149,219,81,17,7723,1563,19584,0.837418301,57.35294118,0.760825163,1.118259804,0.413602941,0.413602941,39.43525327,,,21147
108041165,21,2653,17,0,9,3,2056,538,4763,0.440898593,55.70018896,0.356917909,0,0.18895654,0.18895654,43.1660718,,,5301
108041166,70,6836,36,0,21,3,5018,809,11987,0.583965963,57.02844748,0.300325352,0,0.175189789,0.175189789,41.86201719,,,12796
108041619,109,5618,53,89,49,12,5096,741,11023,0.988841513,50.96616166,0.480812846,0.807402703,0.444525084,0.444525084,46.23060873,,,11764
108041620,125,9834,42,47,34,13,6330,866,16418,0.761359483,59.89767329,0.255816786,0.286271166,0.20708978,0.20708978,38.55524424,,,17284
108051167,30,3039,25,11,4,3,1777,415,4895,0.612870276,62.08375894,0.51072523,0.224719101,0.081716037,0.081716037,36.30234934,,,5310
108051168,107,6502,44,21,12,11,4820,963,11513,0.929384174,56.4752888,0.38217667,0.182402502,0.104230001,0.104230001,41.86571702,,,12476
108051169,131,10958,93,89,90,13,7794,1949,19174,0.683216856,57.15030771,0.485031814,0.464170231,0.469385626,0.469385626,40.64879524,,,21123
108051170,67,6767,50,13,17,8,4999,1117,11927,0.56175065,56.73681563,0.419216903,0.108996395,0.142533747,0.142533747,41.91330594,,,13044
108051171,25,2808,21,7,8,0,2094,422,4973,0.502714659,56.46491052,0.422280314,0.140760105,0.160868691,0.160868691,42.10737985,,,5395
109011172,169,8852,168,324,35,19,7336,932,16899,1.000059175,52.38179774,0.994141665,1.917273211,0.207112847,0.207112847,43.41085271,,,17831
109011173,96,4882,188,227,55,5,4150,931,9596,1.00041684,50.87536474,1.959149646,2.365568987,0.573155481,0.573155481,43.24718633,,,10527
109011174,79,5106,149,140,51,16,4207,774,9745,0.81067214,52.39610056,1.528989225,1.436634171,0.523345305,0.523345305,43.17085685,,,10519
109011175,35,7318,16,38,16,3,3916,1166,11341,0.308614761,64.52693766,0.141081033,0.335067454,0.141081033,0.141081033,34.52958293,,,12507
109011176,117,7132,378,578,186,0,6019,1257,14408,0.812048862,49.50027762,2.623542476,4.011660189,1.290949473,1.290949473,41.77540255,,,15665
109021177,15,1768,26,19,9,0,699,364,2533,0.592183182,69.79865772,1.026450849,0.750098697,0.355309909,0.355309909,27.59573628,,,2897
109021178,43,2881,18,12,21,0,2697,841,5670,0.758377425,50.81128748,0.317460317,0.211640212,0.37037037,0.37037037,47.56613757,,,6511
109021179,54,1772,8,9,18,0,1211,571,3077,1.754956126,57.58856029,0.2599935,0.292492688,0.584985375,0.584985375,39.35651609,,,3648
109031180,24,3103,13,12,19,0,2067,361,5234,0.458540313,59.28544135,0.248376003,0.229270157,0.363011081,0.363011081,39.49178449,,,5595
109031181,22,3882,7,7,9,3,2647,687,6575,0.33460076,59.0418251,0.106463878,0.106463878,0.136882129,0.136882129,40.25855513,,,7262
109031182,29,3554,24,34,6,0,2647,733,6305,0.459952419,56.36796193,0.380650278,0.53925456,0.095162569,0.095162569,41.98255353,,,7038
109031183,31,3389,8,6,13,0,2682,717,6120,0.506535948,55.37581699,0.130718954,0.098039216,0.212418301,0.212418301,43.82352941,,,6837
109031184,54,3604,23,19,7,3,2735,485,6445,0.837858805,55.9193173,0.356865787,0.294802172,0.108611327,0.108611327,42.4359969,,,6930
109031185,24,5322,45,25,22,9,3261,1072,8706,0.27567195,61.130255,0.516884907,0.287158282,0.252699288,0.252699288,37.45692626,,,9778
110011186,291,10647,751,440,365,26,8811,2651,21316,1.365171702,49.94839557,3.52317508,2.064177144,1.712328767,1.712328767,41.33514731,,,23967
