Buddhism_P,Christianity_Tot_P,Other_Religions_Tot_P,Hinduism_P,Islam_P,Judaism_P,Tot_P,Christian_Percent,SA2_CODE_2021
443,5659,155,1461,2305,4,14198,39.85772644,123021706
33,3537,28,6,29,4,5934,59.60566229,123031445
57,6704,23,39,90,7,11112,60.33117351,123031446
143,10433,80,12,124,8,18987,54.9481224,123031447
49,6300,16,15,97,10,9808,64.23327896,123031448
131,1960,65,15,5,26,5764,34.00416378,124011449
111,9796,104,52,70,27,18993,51.57689675,124011450
0,3,0,0,0,0,7,42.85714286,124011451
393,4469,141,95,47,64,13348,33.48067126,124011452
146,4580,113,41,53,20,11445,40.01747488,124011453
184,11063,128,53,50,30,21964,50.36878529,124011454
116,2533,31,23,12,13,6428,39.40572495,124011455
0,4,0,0,0,0,8,50,124021456
123,8333,135,231,247,0,16004,52.06823294,124031457
84,8231,45,50,102,16,13914,59.15624551,124031459
187,12891,374,408,329,7,21002,61.37986858,124031460
164,9390,201,219,287,8,17326,54.196006,124031461
385,11572,833,2069,977,11,24625,46.9928934,124031462
103,7926,335,292,216,7,12040,65.83056478,124031463
309,8002,191,551,408,10,17966,44.53968607,124031464
49,3840,13,7,40,5,6025,63.73443983,124031465
148,9424,98,165,218,6,17029,55.34088907,124031707
202,6455,494,1392,468,6,13388,48.21481924,124031708
129,8387,193,202,95,9,15239,55.03641971,124041466
122,8276,146,150,99,11,15264,54.21907757,124041467
43,4101,35,29,92,0,7504,54.65085288,124041468
44,4067,61,128,324,0,6486,62.70428615,124051469
191,11927,257,406,1051,3,19942,59.80844449,124051470
185,6871,124,569,1009,3,13028,52.74025177,124051580
249,8746,217,735,851,6,17325,50.48196248,124051581
0,6,0,0,0,0,3,200,125011475
992,2786,83,2605,7821,3,19487,14.29671063,125011582
598,1246,45,2603,3366,0,10592,11.76359517,125011583
499,1879,36,142,3806,4,8860,21.20767494,125011584
1062,2867,51,312,1312,4,8610,33.29849013,125011585
2047,7247,147,2219,2204,5,21197,34.1888003,125011586
510,1866,55,173,1183,0,5138,36.31763332,125011587
327,3574,67,234,801,0,9246,38.65455332,125011709
1030,5912,149,853,1552,11,20412,28.96335489,125011710
793,12316,386,636,1326,18,24641,49.98173775,125021477
786,9339,144,580,774,13,18508,50.45926086,125021478
639,5080,104,680,488,5,11622,43.71020478,125021711
1095,7112,189,1091,1077,9,19251,36.9435354,125021712
2088,5917,76,138,6969,9,20842,28.38978985,125031479
2197,5424,123,131,3981,0,15742,34.45559649,125031480
1018,7481,251,3182,5644,0,23250,32.17634409,125031481
564,6652,139,456,9934,8,22386,29.71500045,125031483
607,10098,244,573,6674,4,22929,44.04029831,125031484
0,0,0,0,0,0,10,0,125031486
0,7,0,0,0,0,12,58.33333333,125031487
230,11316,185,445,1377,10,16645,67.98437969,125031713
706,9401,334,1443,6262,0,23806,39.49004453,125031714
198,6408,155,994,939,3,10893,58.82676948,125031715
160,3850,126,597,1095,0,7305,52.70362765,125031716
630,8443,521,3497,1970,43,22878,36.90444969,125041489
305,4291,71,348,235,9,8451,50.77505621,125041490
526,7865,573,4432,1198,26,20275,38.79161529,125041491
537,10918,571,4156,899,19,22853,47.7749092,125041493
219,6758,105,478,320,6,11199,60.34467363,125041494
203,3973,512,6157,778,0,13939,28.50276203,125041588
439,4992,793,9419,1586,4,21568,23.14540059,125041589
526,2026,272,5061,806,6,12062,16.79655115,125041717
428,2130,426,3483,834,10,9867,21.58710854,125041718
283,2197,437,3479,692,0,9034,24.31923843,125041719
679,10446,195,1133,352,36,21737,48.05630952,126011496
679,5532,113,1430,327,16,14404,38.40599833,126011720
1022,6628,181,1581,528,15,18690,35.46281434,126011721
313,8497,101,217,229,42,15456,54.97541408,126021498
138,5772,43,93,113,47,9844,58.63470134,126021499
1179,8212,186,1572,1112,123,23818,34.47812579,126021500
512,7170,161,608,374,125,15622,45.89681219,126021501
915,8793,178,1374,589,16,20102,43.74191623,126021503
92,2662,10,72,64,12,4163,63.94427096,126021590
276,3350,21,192,62,19,6969,48.07002439,126021722
1253,6898,126,629,307,25,18974,36.35501212,126021723
805,10404,185,605,765,82,20291,51.27396383,126021724
490,4637,129,517,677,14,11972,38.73204143,126021725
1642,6315,394,306,4306,0,17962,35.15755484,127011504
455,6707,203,728,1560,3,12533,53.51472114,127011505
0,15,0,0,0,0,25,60,127011592
638,4483,200,132,423,0,6906,64.91456704,127011593
2083,6061,253,338,1886,0,12919,46.91539593,127011594
1259,7452,415,413,1523,0,13038,57.15600552,127011595
856,7315,399,774,1761,3,13263,55.15343437,127011596
876,11024,273,721,1621,0,17194,64.11538909,127011597
41,3130,18,20,80,3,4761,65.74249107,127011726
329,8070,272,844,1150,8,14299,56.43751311,127011727
383,6952,179,941,1528,6,12559,55.35472569,127011728
275,9089,631,1701,1456,3,17624,51.57172038,127011729
4324,7885,155,171,960,3,17154,45.96595546,127021509
1156,14723,230,120,721,0,19690,74.77399695,127021510
9678,6002,94,98,521,4,24101,24.90353097,127021511
4710,7157,192,63,1156,3,18249,39.21858732,127021512
8062,6734,110,78,569,13,22261,30.25021338,127021513
1349,6917,148,80,235,0,10279,67.29253818,127021514
2142,10443,270,227,1538,7,18248,57.22818939,127021515
2814,12881,178,84,1274,4,21249,60.61932326,127021516
1071,6078,57,27,277,9,8855,68.6391869,127021517
98,3287,44,46,178,0,4344,75.66758748,127021518
1357,12989,203,147,1685,4,19510,66.57611481,127021519
2614,5926,94,30,272,0,11197,52.9248906,127021520
14,9,0,0,3,0,37,24.32432432,127021521
590,7960,710,822,3382,11,16584,47.99807043,127031522
992,12098,212,647,2165,8,20813,58.12713208,127031523
386,11662,151,1410,1038,6,21129,55.19428274,127031524
565,4648,1115,218,3426,4,12670,36.68508287,127031599
412,2374,242,423,916,0,5937,39.98652518,127031601
612,4539,251,1994,2290,0,12080,37.57450331,127031730
656,6487,1242,1600,3132,4,17536,36.99247263,127031731
632,5586,1991,539,2024,5,13737,40.66390041,127031732
601,7222,433,1349,3406,0,15692,46.02345144,127031733
193,10148,48,96,89,45,18156,55.89336858,128011529
394,11716,93,207,267,45,20705,56.58536585,128011530
317,10674,31,114,332,35,16430,64.96652465,128011531
153,6942,52,96,89,21,12858,53.98973402,128011602
92,8164,10,24,56,17,13015,62.72762197,128011603
201,12845,59,35,72,34,24374,52.69959793,128011604
17,2213,0,4,0,6,3369,65.68714752,128011605
80,5435,18,16,52,7,8947,60.74661898,128011606
50,3673,15,15,14,9,6673,55.04270943,128021533
136,7233,16,62,433,12,10554,68.53325753,128021534
160,14098,38,150,235,31,20927,67.36751565,128021535
225,12333,84,117,105,35,22063,55.89901645,128021536
0,26,0,0,0,0,42,61.9047619,128021537
387,12124,90,371,222,30,23238,52.17316464,128021538
121,10046,39,50,58,10,17356,57.88200046,128021607
43,4251,6,32,24,14,7348,57.85247686,128021608
34,2234,3,21,10,0,3539,63.1251766,128021609
0,0,0,0,0,0,0,#DIV/0!,197979799
134,3064,79,64,163,16,11371,26.94573916,199999499
175,7395,208,452,241,9,16835,43.92634393,201011001
129,5522,110,144,81,18,12131,45.51974281,201011002
31,3032,34,27,24,0,7261,41.7573337,201011005
47,4114,178,209,62,6,10661,38.58925054,201011006
16,1891,14,0,0,0,4230,44.70449173,201011007
92,6285,72,69,88,3,15333,40.99002152,201011008
63,3956,96,75,27,4,9691,40.82138066,201011481
108,6885,100,81,45,0,14750,46.6779661,201011482
129,4673,149,155,112,6,12225,38.22494888,201011483
75,5032,138,98,86,10,13086,38.45330888,201011484
29,2797,20,22,13,3,6559,42.64369569,201021009
72,3315,56,7,19,0,8085,41.00185529,201021010
147,3190,74,57,24,22,9955,32.0441989,201021011
20,2930,16,4,13,0,6372,45.9824231,201021012
24,1502,21,3,10,10,3532,42.52548131,201031013
11,1860,22,0,0,4,4644,40.05167959,201031014
24,1900,15,11,10,0,4894,38.82304863,201031015
43,3759,59,39,11,3,8160,46.06617647,201031016
33,2292,25,5,6,6,5526,41.47665581,201031017
319,5616,131,165,96,12,14929,37.61805881,202011018
220,5138,84,37,59,0,12949,39.67873967,202011019
134,6584,115,159,121,10,13988,47.06891621,202011020
145,3663,61,94,74,7,9437,38.81530147,202011021
236,8958,196,160,186,10,21043,42.56997576,202011022
40,2568,17,21,21,0,5518,46.53860094,202011023
62,5375,30,48,67,0,10719,50.14460304,202011024
174,5969,79,118,100,8,14446,41.31939637,202011025
31,3479,26,13,13,5,8344,41.69463087,202021026
131,2787,100,26,17,30,11352,24.55073996,202021027
83,2841,56,17,10,22,9225,30.79674797,202021028
27,2166,25,4,0,0,5062,42.7894113,202021029
89,4212,42,26,13,17,10562,39.87881083,202021030
33,3013,22,29,23,13,7949,37.90413889,202021031
59,2138,14,0,8,0,4934,43.33198216,202031032
32,3326,38,13,20,0,7289,45.63040198,202031033
29,3502,27,7,28,3,7754,45.16378643,203011034
30,3272,30,0,12,0,8111,40.34027863,203011035
26,2690,15,22,7,5,6614,40.6713033,203011036
191,5803,107,335,237,13,15017,38.64287141,203021037
175,5620,100,257,119,22,13504,41.61729858,203021039
176,9638,181,295,263,26,21200,45.46226415,203021040
281,11399,194,411,358,15,24034,47.42864276,203021042
203,8836,296,201,319,9,20817,42.44607772,203021043
81,6154,76,92,53,3,13272,46.36829415,203021044
129,6614,109,189,178,4,15462,42.77583754,203021045
101,5159,62,113,82,9,10445,49.39205361,203021046
196,8486,249,251,364,11,15795,53.72586261,203021047
99,4041,228,296,113,3,10300,39.23300971,203021485
310,7492,258,243,985,3,18325,40.8840382,203021486
280,10537,339,535,335,6,24763,42.55138715,203021487
145,3290,208,161,479,7,9051,36.34957463,203021488
121,7757,51,45,56,6,16797,46.18086563,203031048
44,2139,19,14,9,13,6234,34.31183831,203031049
54,4691,31,6,17,3,9536,49.19253356,203031051
37,2592,7,25,7,9,5519,46.9650299,203031052
163,9404,60,32,38,27,24607,38.21676759,203031053
116,4218,113,158,51,11,11333,37.21874173,203031489
108,8508,48,21,30,19,19394,43.86923791,203031490
66,2752,26,16,9,3,6828,40.304628,204011054
63,3118,20,10,23,9,6922,45.04478474,204011055
114,7109,163,78,82,3,15563,45.67885369,204011056
55,4139,34,20,24,16,10517,39.35532947,204011057
46,2186,18,16,11,0,4537,48.18161781,204011058
64,2889,43,29,17,0,6569,43.9792967,204011059
33,1964,17,10,24,0,4645,42.28202368,204011060
5,32,0,0,0,0,238,13.44537815,204011061
26,1674,18,0,7,6,4182,40.0286944,204011062
53,4914,59,79,50,5,10822,45.40750323,204021063
14,1669,11,0,0,7,3781,44.14176144,204021064
19,2051,7,21,0,0,4047,50.67951569,204021065
161,9768,103,177,65,13,19882,49.12986621,204021066
84,4646,28,12,6,3,9925,46.81108312,204021067
28,1720,17,6,10,7,4986,34.49659045,204031068
55,2925,52,27,23,9,8903,32.85409413,204031069
3,1470,9,7,3,4,3184,46.16834171,204031070
29,2563,23,30,13,0,4745,54.01475237,204031071
25,3007,34,11,17,0,6196,48.53131052,204031072
100,7147,108,88,26,8,15396,46.42114835,204031073
25,2238,3,3,0,0,5221,42.86535147,204031075
71,5996,83,210,69,6,12778,46.92440131,204031491
169,6733,108,204,64,9,15082,44.64262034,204031492
125,8194,108,65,35,10,19773,41.44034795,205011076
49,2604,24,0,5,8,6585,39.54441913,205011077
63,3341,33,15,19,0,8368,39.92590822,205011078
239,9918,146,137,136,10,23051,43.02633291,205011079
0,0,0,0,0,0,0,#DIV/0!,205021080
115,6574,95,72,64,4,15684,41.91532772,205021081
70,3127,47,3,11,0,8290,37.72014475,205021082
0,0,0,0,0,0,0,#DIV/0!,205021083
73,4618,45,27,12,15,11164,41.36510211,205021084
48,2302,34,14,16,4,6727,34.22030623,205021085
33,3113,36,14,3,5,6977,44.61803067,205021086
69,3400,48,11,0,6,9446,35.99407156,205031087
0,32,0,0,0,0,139,23.02158273,205031088
49,3750,42,13,3,7,9842,38.10201179,205031089
54,4770,33,32,0,14,11502,41.47104851,205031090
151,5264,74,57,23,18,13799,38.14769186,205031091
0,0,0,0,0,0,16,0,205031092
236,10658,129,105,48,17,26792,39.7805315,205031093
59,4394,44,21,50,0,11912,36.8871726,205041094
86,7195,92,15,56,16,17291,41.61124284,205041095
133,5606,96,77,304,13,14432,38.84423503,205041096
12,1839,14,3,8,0,4707,39.069471,205041098
85,4905,63,81,66,3,12000,40.875,205041493
172,7240,108,125,92,10,16822,43.03887766,205041494
0,14,0,0,0,0,23,60.86956522,205051099
29,2203,9,4,7,3,4915,44.82197355,205051100
78,6217,78,11,23,0,14756,42.1320141,205051101
14,1661,22,0,5,0,4928,33.70535714,205051102
131,6680,104,151,86,9,15301,43.6572773,205051103
41,2279,25,3,19,0,5605,40.66012489,205051104
259,3195,75,158,234,65,12738,25.08243052,206011106
307,4802,104,295,586,35,14318,33.53820366,206011107
148,5620,32,132,293,9,10390,54.09047161,206011109
242,3531,60,251,450,65,12890,27.39332816,206011495
252,2932,87,183,297,48,12983,22.58337826,206011496
236,4127,72,262,960,26,12535,32.92381332,206011497
186,5630,64,247,746,24,14031,40.12543653,206011498
150,3139,43,75,50,28,8994,34.90104514,206021110
325,6609,127,214,405,67,18919,34.933136,206021112
241,4571,44,70,140,80,15068,30.33581099,206021499
157,2767,28,79,105,78,10299,26.86668609,206021500
395,6305,73,244,756,21,15191,41.50483839,206031113
375,2462,59,232,991,17,9065,27.1594043,206031115
302,7972,85,476,293,35,16224,49.13708087,206031116
370,9302,65,418,467,13,16042,57.98528862,206031501
243,6131,55,527,293,5,12191,50.29119843,206031502
997,3417,111,751,1163,73,16655,20.51636145,206041117
728,3769,136,2012,673,36,15493,24.32711547,206041118
73,1778,19,37,48,30,4896,36.31535948,206041119
0,15,0,6,3,0,77,19.48051948,206041120
440,2913,61,159,413,29,10745,27.11028385,206041121
241,1915,39,174,281,27,7297,26.24366178,206041124
144,2148,17,98,60,183,6423,33.44231667,206041125
0,0,0,0,0,0,0,#DIV/0!,206041127
870,2130,89,667,253,32,9848,21.62875711,206041503
2072,3112,144,935,372,21,16870,18.44694724,206041504
1557,3135,164,1584,474,25,15648,20.0345092,206041505
695,3321,78,403,1063,51,15637,21.23808915,206041506
0,0,0,0,0,0,0,#DIV/0!,206041507
397,1795,66,519,254,20,6463,27.77347981,206041508
826,4455,167,1316,521,53,16101,27.66908888,206041509
387,1652,62,451,228,19,7446,22.18640881,206041510
324,6348,76,468,181,182,15825,40.11374408,206051128
176,4117,71,102,86,525,14818,27.78377649,206051129
242,6877,41,123,321,144,16192,42.47159091,206051130
247,3701,81,473,124,1797,15813,23.40479352,206051134
48,585,8,50,47,0,1907,30.67645517,206051511
267,4008,62,202,303,163,11693,34.27691781,206051512
221,3032,83,303,145,280,11857,25.57139243,206051513
231,3662,88,385,142,326,13858,26.42516958,206051514
191,3607,33,229,82,625,9336,38.63538989,206061135
320,5942,70,268,304,594,19119,31.07903133,206061136
288,5142,61,225,106,1261,12953,39.69736741,206061138
371,3210,49,272,177,174,11192,28.68120086,206061515
269,3041,33,177,221,245,9939,30.5966395,206061516
432,2140,50,130,92,78,9088,23.54753521,206071139
96,2171,39,51,122,81,8186,26.52088932,206071140
371,1809,33,57,653,68,9179,19.7080292,206071141
384,2127,35,60,538,72,10431,20.39114179,206071142
207,3122,47,46,182,86,12781,24.42688366,206071143
146,2591,67,72,108,90,9855,26.29122273,206071145
259,5662,53,103,126,119,17671,32.04119744,206071517
1151,3962,62,172,373,69,13867,28.57142857,206071518
232,3324,29,152,93,47,7952,41.80080483,207011146
897,6423,118,589,198,51,16163,39.73890986,207011147
1214,9070,184,715,422,73,21123,42.93897647,207011148
577,9296,100,498,185,131,21232,43.7829691,207011149
369,7491,97,302,104,316,16829,44.51244875,207011150
451,5640,83,521,220,345,15684,35.96021423,207011152
148,3087,50,135,43,53,6482,47.62419006,207011154
399,6881,56,305,101,60,15944,43.15730055,207011155
217,3729,55,212,129,60,9890,37.70475228,207011519
357,4162,60,456,207,148,11957,34.80806222,207011520
289,5214,72,223,68,88,11601,44.94440134,207011521
418,5365,90,182,118,127,13039,41.14579339,207011522
451,6469,106,175,280,16,11289,57.30356985,207021156
1612,10112,270,543,906,96,24814,40.75118885,207021157
601,8322,290,324,636,62,16966,49.05104326,207021159
509,7527,125,251,441,63,14191,53.04065957,207021160
758,6882,193,378,674,37,15672,43.91271057,207021424
1035,5957,220,463,894,35,15454,38.54665459,207021425
792,9093,316,748,235,17,22106,41.13362888,207031161
556,4563,120,325,126,26,10939,41.71313648,207031162
1705,6582,195,951,360,29,22841,28.81660172,207031163
1059,6679,145,515,298,34,18126,36.8476222,207031164
837,4469,120,756,243,32,12336,36.2273022,207031165
857,4408,126,595,199,11,10675,41.29274005,207031166
277,4295,48,191,85,20,10166,42.24867204,207031167
123,6635,24,56,65,91,14021,47.32187433,208011168
315,10554,63,147,131,821,22758,46.37490113,208011169
255,7055,86,165,143,1468,16540,42.6541717,208011170
168,5145,50,173,89,152,12439,41.36184581,208011171
218,7859,70,154,139,242,18200,43.18131868,208011172
146,7855,45,87,110,149,17358,45.25290932,208011173
575,9474,128,825,176,1769,24896,38.05430591,208021174
579,5950,135,1719,220,1125,18534,32.10316176,208021176
322,3873,83,514,140,9301,22362,17.31955997,208021177
252,3992,78,294,78,6871,18075,22.0857538,208021178
149,3655,39,157,72,2021,11904,30.70396505,208021179
197,3418,47,508,90,70,7563,45.1937062,208021180
256,3853,73,538,123,328,9369,41.12498666,208021181
359,3786,123,1372,131,1248,13128,28.83912249,208021182
414,6522,109,699,145,1698,16583,39.32943376,208021426
256,6213,91,382,104,1224,14057,44.1986199,208021427
497,4302,62,293,181,60,8853,48.59369705,208031183
0,10,0,0,0,0,31,32.25806452,208031184
207,5413,57,122,112,37,12032,44.98836436,208031185
185,6363,51,100,70,73,15204,41.85082873,208031186
86,2474,16,71,57,14,5393,45.87428148,208031187
438,10439,208,647,369,437,24085,43.34232925,208031188
117,6065,26,87,71,44,13563,44.71724545,208031189
184,5938,47,226,150,108,13197,44.99507464,208031190
187,3885,105,284,97,353,9116,42.61737604,208031191
0,3,0,0,0,0,26,11.53846154,208031192
216,9724,84,237,162,134,21199,45.87008821,208031193
323,8837,110,657,176,1005,20239,43.66322447,208041194
563,9868,131,678,187,620,21923,45.01208776,208041195
377,5002,74,262,291,6,9831,50.8798698,209011196
258,9784,105,230,158,24,20807,47.02263661,209011197
326,7168,84,415,280,23,16039,44.69106553,209011198
395,5138,150,320,1526,24,14852,34.59466738,209011199
238,5299,92,257,169,37,12458,42.53491732,209011200
120,4008,26,114,54,17,7740,51.78294574,209011201
164,7096,54,96,138,16,16539,42.90464962,209011202
383,8459,152,435,321,26,18733,45.15560775,209011203
145,4274,70,187,111,8,9236,46.27544392,209011204
499,4409,114,570,518,0,10408,42.36164489,209021205
781,7416,163,538,861,39,20711,35.80705905,209021428
255,4734,74,255,719,23,12696,37.28733459,209021429
479,6301,191,734,814,12,14795,42.5887124,209021523
174,5924,85,201,836,3,9801,60.44281196,209021524
490,5456,114,463,829,16,12799,42.62833034,209021525
326,5611,214,573,855,18,14090,39.8225692,209021526
252,9665,78,137,191,33,23444,41.22590002,209031209
28,1177,24,12,8,9,3554,33.11761396,209031210
21,1279,51,4,13,0,4204,30.42340628,209031211
49,1785,18,9,11,10,5091,35.0618739,209031212
124,5276,58,95,134,4,9454,55.80706579,209031213
57,2604,18,15,14,19,6935,37.54866619,209031214
93,6320,55,87,110,12,14417,43.83713671,209031215
331,3908,87,344,418,0,7350,53.17006803,209041216
209,3141,71,239,272,0,6186,50.77594568,209041217
450,10213,242,581,915,7,17470,58.46021752,209041220
380,5942,117,376,658,3,11240,52.86476868,209041221
1304,9439,683,1069,3043,3,19998,47.19971997,209041223
202,9462,1122,520,682,4,22627,41.81729792,209041224
100,4707,427,264,248,3,10661,44.15158053,209041225
361,6110,435,669,1408,0,13144,46.48508825,209041431
275,3740,401,539,726,4,8204,45.58751828,209041432
500,5112,812,1099,2023,6,12143,42.09832825,209041433
273,7324,349,747,562,0,12595,58.15005955,209041435
274,6775,260,619,536,0,12392,54.67236927,209041436
739,8449,3159,3318,4570,3,24407,34.61711804,209041437
205,7705,218,441,216,6,16299,47.27283882,209041527
277,4351,276,534,293,3,10471,41.55286028,209041528
544,4493,450,664,1322,0,9947,45.16939781,209041529
735,6474,277,626,2287,4,13513,47.90942056,209041530
312,5184,399,1034,562,0,11427,45.36623786,209041531
366,5230,635,1163,674,12,11940,43.80234506,209041532
157,5042,54,147,164,0,8173,61.69093356,210011226
3,4,0,0,0,0,13,30.76923077,210011227
132,5795,16,60,199,0,8548,67.79363594,210011228
122,4662,38,127,128,3,7460,62.49329759,210011230
166,5667,32,206,442,10,10031,56.49486592,210011231
545,7948,69,163,351,6,12388,64.15886342,210011533
409,9918,102,247,304,3,15073,65.79977443,210011534
74,6497,67,45,55,10,14222,45.68274504,210021232
25,1227,7,5,3,0,3523,34.82827136,210021233
26,1949,8,0,22,0,4457,43.72896567,210021234
50,4735,29,0,44,14,10765,43.98513702,210021235
179,3211,34,184,581,16,8425,38.11275964,210031236
212,5151,47,582,4854,13,14002,36.78760177,210031237
83,1828,19,123,154,4,3111,58.7592414,210031439
77,2860,39,113,1332,10,6241,45.82598942,210031440
404,5305,142,1179,3435,5,14783,35.88581479,210031535
296,3099,114,1381,974,0,8857,34.98927402,210031536
239,3306,60,567,503,3,7898,41.8586984,210031537
356,8016,137,533,1345,10,17214,46.566748,210031538
152,6812,97,89,188,13,13671,49.82810328,210041240
91,2312,269,237,102,0,5237,44.14741264,210041539
164,7276,198,222,105,22,14985,48.55522189,210041540
90,5133,80,103,65,6,11166,45.96990865,210041541
368,4061,183,975,4418,0,13859,29.30225846,210051242
242,5101,95,426,7269,5,16057,31.76807623,210051243
393,10421,69,124,1506,13,18024,57.81735464,210051245
605,12332,138,472,4177,5,22095,55.81353247,210051246
348,4401,62,179,7169,0,14890,29.5567495,210051247
0,49,0,0,0,0,126,38.88888889,210051248
141,3943,61,147,296,3,6576,59.96046229,210051250
196,3494,591,480,726,7,8099,43.14112853,210051441
395,5213,1253,1080,1761,0,12309,42.35112519,210051442
855,9333,1683,1761,3407,0,21673,43.06279703,210051443
501,8521,4023,2045,2845,6,23374,36.45503551,210051445
389,3504,1497,1414,1603,5,9842,35.60251981,210051542
486,5048,1340,1431,2421,12,12999,38.83375644,210051543
297,3802,79,377,3378,3,9479,40.10971621,210051544
356,7171,116,337,4870,0,14658,48.92209033,210051545
489,4894,206,515,156,7,12589,38.87520852,211011251
1124,7037,187,951,304,12,16601,42.38901271,211011254
129,3469,45,62,175,3,6594,52.60843191,211011255
758,7102,188,538,368,11,15418,46.0630432,211011256
349,3751,120,271,157,11,7905,47.45098039,211011257
567,5249,128,378,285,12,10375,50.59277108,211011258
842,5885,254,648,187,12,14341,41.03618994,211011259
1004,8374,223,956,286,23,17942,46.67261175,211011260
807,8746,265,698,254,16,23560,37.12224109,211011446
334,5552,150,298,106,26,14145,39.25061859,211011447
442,6288,107,316,163,15,15334,41.00691274,211011448
42,1560,12,23,14,3,4345,35.90333717,211011449
390,8244,178,227,336,33,16275,50.65437788,211021261
106,4751,41,46,77,8,10112,46.98378165,211021262
299,4693,161,254,90,7,11871,39.53331649,211031263
218,8491,91,143,115,10,18059,47.01810731,211031265
729,7565,247,487,307,23,18715,40.42212129,211031266
468,8908,195,433,160,15,21132,42.15407912,211031267
144,4685,41,111,76,8,9654,48.52910711,211031268
274,6820,198,342,142,14,16109,42.33658203,211031450
292,6152,192,274,97,9,14139,43.5108565,211031451
86,2054,30,89,24,20,4898,41.93548387,211031452
745,4470,113,341,237,21,10780,41.46567718,211041269
590,6652,208,529,256,24,16795,39.6070259,211041270
668,4746,263,616,280,14,12413,38.2341094,211041271
491,4408,118,479,234,20,10993,40.09824434,211041272
669,5267,104,478,172,15,11954,44.0605655,211041273
109,3073,67,19,20,36,10005,30.71464268,211051274
147,5282,115,125,89,14,11779,44.84251634,211051275
102,4821,84,23,24,13,14065,34.27657305,211051276
118,4229,52,90,38,4,9916,42.64824526,211051277
154,8572,98,122,28,11,19599,43.73692535,211051278
57,2089,45,3,16,5,5816,35.91815681,211051279
60,2812,25,13,12,12,6943,40.50122425,211051280
250,10169,186,275,124,25,23146,43.93415709,211051281
136,2861,78,28,9,50,9706,29.4766124,211051282
73,3702,45,21,14,4,9799,37.77936524,211051283
119,2888,79,39,25,22,9777,29.53871331,211051284
62,3079,29,12,3,0,7902,38.96481903,211051285
161,5157,87,29,12,11,16799,30.69825585,211051286
148,6069,62,21,47,30,18633,32.57124457,212011289
998,9545,788,1171,973,21,23632,40.39014895,212011546
40,4500,36,7,15,7,9868,45.60194568,212011547
124,3982,101,86,76,3,10069,39.54712484,212011548
322,5859,369,366,400,17,15441,37.94443365,212011549
279,2869,332,288,350,4,7479,38.36074341,212011550
170,2482,334,211,183,0,6439,38.54635813,212011551
651,10072,1449,1098,1076,13,26783,37.60594407,212011552
556,10985,210,558,429,18,22963,47.83782607,212021293
541,3858,291,612,3167,6,11889,32.45016402,212021295
618,4311,266,436,2919,3,11472,37.57845188,212021297
147,4278,116,93,652,3,8241,51.91117583,212021299
654,5781,132,420,1426,20,12086,47.83220255,212021453
730,6449,201,525,1643,13,13360,48.27095808,212021454
462,5963,310,445,1171,14,13504,44.15728673,212021455
875,5487,418,551,1697,9,14758,37.17983467,212021456
1149,7294,402,1321,696,24,17760,41.06981982,212021553
747,4194,349,955,784,13,11254,37.2667496,212021554
658,7550,871,1071,1555,17,21281,35.47765613,212031300
434,6643,733,760,505,28,17400,38.17816092,212031303
839,7376,1823,1681,1856,11,21535,34.25121895,212031304
1509,6375,1546,2170,2333,12,18027,35.36362123,212031306
55,3028,26,9,28,3,8024,37.73678963,212031308
439,5772,225,400,1519,10,13152,43.88686131,212031457
725,6402,431,690,3252,11,16713,38.30551068,212031458
1192,4099,724,1352,732,0,10535,38.90840057,212031555
1074,4710,2073,1881,1233,4,14802,31.82002432,212031556
892,8534,2241,2503,2027,23,23415,36.44672219,212031557
465,4406,1224,1243,828,9,12289,35.85320205,212031558
1025,4469,782,1360,1949,11,12772,34.99060445,212031559
469,4232,487,659,1315,10,11910,35.53316541,212031560
978,4832,353,588,2401,4,12715,38.00235942,212031561
1043,5260,369,557,2309,4,13368,39.34769599,212031562
717,6354,177,711,276,188,11554,54.99394149,212041309
1324,4892,455,1640,615,67,13381,36.5593005,212041310
1635,10256,552,1297,2910,24,22526,45.52961023,212041312
295,5562,52,156,144,159,10499,52.97647395,212041313
719,3448,185,268,731,14,7456,46.24463519,212041316
5190,6173,787,935,2297,29,22248,27.74631428,212041317
4145,3795,239,218,564,11,12621,30.06893273,212041318
1492,4201,972,824,1506,18,12739,32.97747076,212041459
4435,6179,691,775,2085,20,19591,31.53999285,212041460
1265,6247,908,1851,5578,21,21487,29.07339321,212041563
358,1758,289,389,4684,3,9350,18.80213904,212041564
3260,5672,309,435,970,22,15096,37.57286698,212041565
2629,5097,364,1043,1203,23,15093,33.77062214,212041566
1113,7930,209,884,494,147,19507,40.65207361,212051319
1973,7474,317,2018,674,34,21603,34.59704671,212051321
2483,6183,320,2171,554,30,21036,29.39247005,212051322
1209,5890,225,1124,288,37,16073,36.64530579,212051323
1383,7638,222,1357,398,45,19265,39.64702829,212051324
1537,9883,262,998,849,38,19889,49.69078385,212051325
940,10601,277,1311,438,225,22928,46.23604327,212051326
1248,9792,253,921,387,43,20652,47.41429402,212051327
813,2354,191,849,553,18,9829,23.94953708,212051567
800,3647,359,2092,512,44,12052,30.26053767,212051568
468,2987,143,501,504,12,7502,39.81604905,213011328
1953,4024,166,220,983,4,10038,40.08766687,213011329
856,4189,187,165,604,0,8077,51.86331559,213011331
783,7617,194,118,798,3,13082,58.22504204,213011332
